drug,content
CHEMBL4297436,"Cc1nc(-c2cccnc2)sc1C(=O)Nc1ccccc1-c1cn2c(CN3CCOCC3)csc2n1_|_LAMQVIQMVKWXOC-UHFFFAOYSA-N_|_Small molecule_|_False_|_SRT-2104_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['SRT2104' 'Srt-2104' 'Srt2104']_|_[('drugbank', array(['DB12186'], dtype=object))]_|_nan_|_{'rows': array(['EFO_1000096', 'EFO_0000341', 'EFO_0000676', 'EFO_0009851',
       'HP_0100806', 'EFO_0000729', 'MONDO_0005148'], dtype=object), 'count': 7}_|_[ENSG00000096717]_|_Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 7 investigational indications."
CHEMBL4297452,"C[N+](C)(C)CCO.[O-]c1ccc(Cc2cc3cccccc-3c2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O_|_UKOOBSDARBTSHN-NGOMLPPMSA-M_|_Small molecule_|_False_|_YM-543_|_nan_|_2.0_|_CHEMBL2397450_|_False_|_False_|_[]_|_['ASP-543' 'YM 543' 'YM543' 'Ym-543' 'Ym543']_|_nan_|_nan_|_{'rows': array(['MONDO_0005148'], dtype=object), 'count': 1}_|_[ENSG00000140675]_|_Small molecule drug with a maximum clinical trial phase of II and has 1 investigational indication."
CHEMBL4297549,"nan_|_nan_|_Protein_|_False_|_HUMAN C1-ESTERASE INHIBITOR_|_2011.0_|_4.0_|_nan_|_False_|_True_|_['Cinryze']_|_['Berinert' 'C1 inhibitor human' 'C1-inhibitor, plasma derived' 'Cinryze'
 'Human c1-esterase inhibitor' 'RVG-19303']_|_[('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/cinryze'],
      dtype=object))]_|_nan_|_{'rows': array(['EFO_1002048', 'EFO_0005532', 'EFO_0003884', 'MONDO_0100096',
       'MONDO_0019623', 'EFO_0004256'], dtype=object), 'count': 6}_|_[ENSG00000088926,ENSG00000182326,ENSG00000131187,ENSG00000164344]_|_Protein drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2011 and is indicated for hereditary angioedema and has 5 investigational indications."
CHEMBL4650293,"nan_|_nan_|_Antibody drug conjugate_|_False_|_APRUTUMAB IXADOTIN_|_nan_|_1.0_|_nan_|_False_|_False_|_[]_|_['Aprutumab ixadotin' 'BAY 1187982' 'BAY-1187982' 'BAY1187982']_|_nan_|_nan_|_{'rows': array(['MONDO_0004992'], dtype=object), 'count': 1}_|_[ENSG00000066468,ENSG00000188229,ENSG00000101162,ENSG00000198033,ENSG00000127824,ENSG00000258947,ENSG00000167552,ENSG00000104833,ENSG00000261456,ENSG00000196230,ENSG00000123416,ENSG00000167553,ENSG00000152086,ENSG00000137267,ENSG00000137285,ENSG00000176014]_|_Antibody drug conjugate drug with a maximum clinical trial phase of I and has 1 investigational indication."
CHEMBL513922,"CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21_|_NBMBIEOUVBHEBM-UHFFFAOYSA-N_|_Small molecule_|_False_|_EMAPUNIL_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['AC-5216' 'Emapunil' 'XBD-173' 'XBD173']_|_[('drugbank', array(['DB12666'], dtype=object))]_|_['CHEMBL2206281']_|_{'rows': array(['EFO_0005230'], dtype=object), 'count': 1}_|_[ENSG00000100300]_|_Small molecule drug with a maximum clinical trial phase of II and has 1 investigational indication."
CHEMBL527,"CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O_|_QYSPLQLAKJAUJT-UHFFFAOYSA-N_|_Small molecule_|_True_|_PIROXICAM_|_1982.0_|_4.0_|_nan_|_False_|_True_|_['Brexidol' 'Feldene' 'Feldene 20' 'Feldene p' 'Flamatrol' 'Kentene'
 'Larapam' 'Piroflam 10' 'Piroflam 20' 'Piroxicam' 'Pirozip 10'
 'Pirozip 20']_|_['CP-16,171' 'CP-16171' 'NSC-666076' 'Piroxicam']_|_[('DailyMed', array(['piroxicam'], dtype=object)), ('PubChem', array(['11111641', '11111642', '11113322', '124881135', '144203782',
       '144207349', '170464817', '26746904', '26751443', '50085963',
       '50103896', '511550', '856007', '859011'], dtype=object)), ('Wikipedia', array(['Piroxicam'], dtype=object)), ('drugbank', array(['DB00554'], dtype=object)), ('chEBI', array(['8249'], dtype=object))]_|_['CHEMBL2106953' 'CHEMBL1418195']_|_{'rows': array(['EFO_0000685', 'EFO_0005752', 'HP_0002829', 'EFO_1001896',
       'MONDO_0005178', 'EFO_1001412', 'EFO_0004616', 'EFO_0003843',
       'EFO_0005755', 'HP_0003326'], dtype=object), 'count': 10}_|_[ENSG00000073756,ENSG00000095303]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1982 and has 6 approved and 4 investigational indications. This drug has a black box warning from the FDA."
CHEMBL1200989,"CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl_|_DJHCCTTVDRAMEH-DUUJBDRPSA-N_|_Small molecule_|_False_|_ALCLOMETASONE DIPROPIONATE_|_1982.0_|_4.0_|_nan_|_False_|_True_|_['Aclovate' 'Alclometasone dipropionate' 'Modrasone']_|_['Alclometasone' 'Alclometasone 17,21-dipropionate'
 'Alclometasone dipropionate' 'NSC-758914' 'SCH 22219' 'SCH-22219']_|_[('DailyMed', array(['alclometasone%20dipropionate'], dtype=object)), ('PubChem', array(['144204277'], dtype=object)), ('chEBI', array(['31184'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0003060', 'EFO_0000701', 'EFO_0005752'], dtype=object), 'count': 3}_|_[ENSG00000113580]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1982 and is indicated for skin disease and eye inflammation and has 1 investigational indication."
CHEMBL1201572,"nan_|_nan_|_Protein_|_True_|_ETANERCEPT_|_1998.0_|_4.0_|_nan_|_False_|_True_|_['Benepali' 'Enbrel']_|_['Chs-0214' 'Davictrel' 'Dwp-422' 'Enia-11' 'Erelzi' 'Etanercept'
 'Etanercept (enbrel)' 'Etanercept biosimilar (gp-2015)'
 'Etanercept biosimilar (sandoz)' 'Etanercept biosimilar (sb-4)'
 'Etanercept szzs' 'Etanercept ykro' 'Etanercept-szzs' 'Etanercept-ykro'
 'Eticovo' 'GP-2015' 'GP2015' 'GP2015C' 'HD203' 'Hd-203' 'L04ab01'
 'LBEC0101' 'Lbec-0101' 'RHU TNFR:FC' 'RHU-TNFR:FC' 'TNFR-IMMUNOADHESIN'
 'Tunex']_|_[('DailyMed', array(['etanercept'], dtype=object)), ('DrugCentral', array(['4978'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/benepali'],
      dtype=object)), ('Wikipedia', array(['Etanercept'], dtype=object))]_|_nan_|_{'rows': array(['HP_0002039', 'MONDO_0004979', 'MONDO_0003937', 'EFO_0009688',
       'MONDO_0013730', 'EFO_0003884', 'EFO_0003778', 'EFO_0005279',
       'EFO_0004208', 'EFO_0005297', 'MONDO_0019391', 'EFO_0007323',
       'EFO_0000616', 'EFO_1000726', 'HP_0100727', 'EFO_0004719',
       'MONDO_0005147', 'EFO_0005761', 'EFO_0000713', 'EFO_0004246',
       'MONDO_0024280', 'HP_0000360', 'EFO_0000341', 'HP_0011868',
       'HP_0004326', 'EFO_0000398', 'MONDO_0017816', 'EFO_0002609',
       'EFO_1001494', 'EFO_0009448', 'EFO_0003898', 'EFO_0000565',
       'EFO_0000685', 'EFO_0000699', 'EFO_0002687', 'EFO_0007430',
       'EFO_0003106', 'EFO_0000764', 'EFO_0000095', 'MONDO_0008315',
       'MONDO_0004975', 'EFO_0000540', 'EFO_0000198', 'MP_0001845',
       'EFO_0003834', 'EFO_0000195', 'EFO_0004599', 'EFO_0008997',
       'EFO_1000710', 'EFO_0008518', 'EFO_0000676', 'MONDO_0002959',
       'EFO_0004276'], dtype=object), 'count': 53}_|_[ENSG00000232810]_|_Protein drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1998 and has 8 approved and 45 investigational indications. This drug has a black box warning from the FDA."
CHEMBL1237022,"nan_|_nan_|_Antibody_|_True_|_TOCILIZUMAB_|_2005.0_|_4.0_|_nan_|_False_|_True_|_['Actemra' 'Actemra roactemra' 'Roactemra']_|_['ATLIZUMAB' 'Actemra' 'BAT-1806' 'BAT1806' 'Bat1806' 'MRA' 'MSB-11456'
 'MSB11456' 'R-1569' 'RG-1569' 'RHPM-1' 'RO-4877533' 'Tocilizumab'
 'Tocilizumab biosimilar (bat-1806)' 'Tocilizumab biosimilar (msb11456)']_|_[('DailyMed', array(['tocilizumab'], dtype=object)), ('DrugCentral', array(['4933'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/roactemra'],
      dtype=object)), ('Wikipedia', array(['Tocilizumab'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0000616', 'EFO_1001513', 'EFO_0000565', 'MONDO_0000845',
       'EFO_0000540', 'EFO_0000095', 'EFO_1000926', 'EFO_0000222',
       'EFO_0000702', 'EFO_0007328', 'EFO_0000094', 'EFO_0003818',
       'EFO_0008586', 'EFO_0003780', 'EFO_0000685', 'EFO_1000986',
       'EFO_1001469', 'EFO_0000474', 'EFO_0004256', 'HP_0001945',
       'EFO_0008518', 'EFO_0007135', 'EFO_0004991', 'EFO_0008528',
       'EFO_1000637', 'EFO_1001165', 'MONDO_0007915', 'EFO_0007541',
       'EFO_0000519', 'EFO_0003106', 'MONDO_0005147', 'EFO_1001119',
       'MONDO_0015564', 'EFO_0001378', 'MONDO_0007254', 'EFO_1001231',
       'EFO_0000717', 'EFO_0000673', 'EFO_1001951', 'EFO_1001148',
       'EFO_0000403', 'EFO_0000764', 'EFO_0000694', 'EFO_1001806',
       'MONDO_0013730', 'EFO_0002609', 'EFO_0003060', 'MONDO_0002009',
       'EFO_0000756', 'MONDO_0004976', 'EFO_0000220', 'EFO_0003898',
       'EFO_0000398', 'EFO_1001209', 'EFO_0000182', 'MONDO_0008170',
       'MONDO_0044881', 'EFO_1001857', 'MONDO_0005090', 'MONDO_0018088',
       'EFO_0002618', 'EFO_0000574', 'EFO_1001466', 'EFO_0001361',
       'EFO_0004599', 'EFO_0000096', 'MONDO_0001187', 'EFO_0005952',
       'MONDO_0018906', 'EFO_0003884', 'MONDO_0100096', 'EFO_0009730',
       'MONDO_0015540'], dtype=object), 'count': 73}_|_[ENSG00000160712]_|_Antibody drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2005 and has 6 approved and 67 investigational indications. This drug has a black box warning from the FDA."
CHEMBL1571,"C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12_|_BPEWUONYVDABNZ-DZBHQSCQSA-N_|_Small molecule_|_False_|_TESTOLACTONE_|_1969.0_|_4.0_|_nan_|_False_|_True_|_['Fludestrin' 'Teslac']_|_['NSC-23759' 'SQ 9538' 'SQ-9538' 'Teolit' 'Testolactone'
 'Testolactone ciii']_|_[('PubChem', array(['144205129', '85554'], dtype=object)), ('Wikipedia', array(['Testolactone'], dtype=object)), ('drugbank', array(['DB00894'], dtype=object)), ('chEBI', array(['9460'], dtype=object))]_|_nan_|_{'rows': array(['MONDO_0000088'], dtype=object), 'count': 1}_|_[ENSG00000137869]_|_Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1969 and has 1 investigational indication."
CHEMBL1743070,"nan_|_nan_|_Antibody_|_False_|_SILTUXIMAB_|_2014.0_|_4.0_|_nan_|_False_|_True_|_['Sylvant']_|_['CLLB8' 'CNTO-328' 'Siltuximab']_|_[('DailyMed', array(['siltuximab'], dtype=object)), ('DrugCentral', array(['4977'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/sylvant'],
      dtype=object))]_|_nan_|_{'rows': array(['EFO_0000565', 'EFO_0000673', 'EFO_0005952', 'EFO_0001663',
       'MONDO_0100096', 'MONDO_0005147', 'EFO_0000540', 'EFO_0000222',
       'EFO_0000198', 'EFO_0000203', 'EFO_0000681', 'MONDO_0015564',
       'MONDO_0008315', 'MONDO_0005090', 'EFO_1001332', 'EFO_0001378',
       'MONDO_0002367'], dtype=object), 'count': 17}_|_[ENSG00000136244]_|_Antibody drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2014 and has 3 approved and 14 investigational indications."
CHEMBL17976,"C=C(C)[C@]12C[C@@H](C)[C@@]34O[C@](Cc5ccccc5)(O[C@@H]1[C@@H]3C=C(COC(=O)Cc1ccc(O)c(OC)c1)C[C@]1(O)C(=O)C(C)=C[C@@H]41)O2_|_DSDNAKHZNJAGHN-MXTYGGKSSA-N_|_Small molecule_|_False_|_RESINIFERATOXIN_|_nan_|_3.0_|_nan_|_False_|_False_|_['Neuroclastin']_|_['Lopain' 'MTX-71' 'Mtx-071' 'RTX' 'Resiniferatoxin']_|_[('PubChem', array(['26755740'], dtype=object)), ('USAN', array(['https://searchusan.ama-assn.org/finder/usan/search/RESINIFERATOXIN/relevant/1/'],
      dtype=object)), ('drugbank', array(['DB06515'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0010582', 'EFO_0003843', 'EFO_0801084', 'EFO_0004616'],
      dtype=object), 'count': 4}_|_[ENSG00000196689]_|_Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 4 investigational indications."
CHEMBL1923502,"C[C@@H]1CN[C@@H](C2CC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)NCCCc2ccccc2O1.Cl.O_|_ZWIXEQBDJMFCMN-DHHNQDMHSA-N_|_Small molecule_|_False_|_ULIMORELIN HYDROCHLORIDE_|_nan_|_3.0_|_CHEMBL1963249_|_False_|_False_|_[]_|_['TZP-101' 'Ulimorelin hydrochloride'
 'Ulimorelin hydrochloride monohydrate']_|_nan_|_nan_|_{'rows': array(['EFO_1000948', 'MONDO_0004567'], dtype=object), 'count': 2}_|_[ENSG00000121853]_|_Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 2 investigational indications."
CHEMBL2104967,"CCOCc1cc(OC)c(-c2ccc(C[C@H](NC(=O)c3c(F)cccc3F)C(=O)O)cc2)c(OC)c1_|_YLFZHHDVRSYTKT-NRFANRHFSA-N_|_Small molecule_|_False_|_FIRATEGRAST_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['Firategrast' 'SB-683699']_|_[('drugbank', array(['DB12732'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0003929', 'MONDO_0005301'], dtype=object), 'count': 2}_|_[ENSG00000150093,ENSG00000115232,ENSG00000139626]_|_Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications."
CHEMBL2107341,"OCCOCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1_|_NKZTZAQIKKGTDB-QPLCGJKRSA-N_|_Small molecule_|_False_|_FISPEMIFENE_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['Fispemifene' 'HM-101' 'HM-101a']_|_[('drugbank', array(['DB06640'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0004234', 'MONDO_0002146', 'EFO_0004714', 'MONDO_0018555'],
      dtype=object), 'count': 4}_|_[ENSG00000140009,ENSG00000091831]_|_Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 4 investigational indications."
CHEMBL2108752,"nan_|_nan_|_Unknown_|_False_|_PEGAPTANIB OCTASODIUM_|_nan_|_3.0_|_nan_|_False_|_False_|_[]_|_['Pegaptanib octasodium']_|_[('DrugCentral', array(['4905'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0004683'], dtype=object), 'count': 1}_|_[ENSG00000112715]_|_Unknown drug with a maximum clinical trial phase of III and has 1 investigational indication."
CHEMBL2109205,"nan_|_nan_|_Protein_|_False_|_COAGULATION FACTOR IX RECOMBINANT HUMAN_|_1997.0_|_4.0_|_nan_|_False_|_True_|_['Benefix' 'Rixubis']_|_['Coagulation factor ix recombinant human' 'Factor ix,recombinant'
 'Nonacog alfa' 'Nonacog gamma' 'Recombinant factor ix']_|_[('DrugCentral', array(['5163'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/benefix',
       'https://www.ema.europa.eu/en/medicines/human/EPAR/rixubis'],
      dtype=object))]_|_nan_|_{'rows': array(['MONDO_0010604'], dtype=object), 'count': 1}_|_[ENSG00000101981]_|_Protein drug with a maximum clinical trial phase of IV that was first approved in 1997 and is indicated for hemophilia b."
CHEMBL2109390,"nan_|_nan_|_Antibody_|_False_|_MAB-425_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['MAB-425' 'Mab-425']_|_nan_|_nan_|_{'rows': array(['EFO_0000326'], dtype=object), 'count': 1}_|_[ENSG00000146648]_|_Antibody drug with a maximum clinical trial phase of II and has 1 investigational indication."
CHEMBL2109399,"nan_|_nan_|_Antibody drug conjugate_|_False_|_T-DM1_|_nan_|_3.0_|_nan_|_False_|_False_|_[]_|_['T-DM1' 'T-dm1']_|_nan_|_nan_|_{'rows': array(['MONDO_0007254'], dtype=object), 'count': 1}_|_[ENSG00000141736]_|_Antibody drug conjugate drug with a maximum clinical trial phase of III and has 1 investigational indication."
CHEMBL2109449,"nan_|_nan_|_Antibody_|_False_|_MEDI-570_|_nan_|_1.0_|_nan_|_False_|_False_|_[]_|_['MEDI-570' 'Medi 570' 'Medi-570']_|_nan_|_nan_|_{'rows': array(['MONDO_0007915'], dtype=object), 'count': 1}_|_[ENSG00000163600]_|_Antibody drug with a maximum clinical trial phase of I and has 1 investigational indication."
CHEMBL257704,"CN(C)CCO/N=C(/C=C/c1ccc(O)cc1)c1ccccc1F_|_VAIOZOCLKVMIMN-PRJWTAEASA-N_|_Small molecule_|_False_|_EPLIVANSERIN_|_nan_|_3.0_|_nan_|_False_|_False_|_[]_|_['Eplivanserin' 'SR-46349' 'SR46349']_|_[('drugbank', array(['DB12177'], dtype=object))]_|_['CHEMBL2103845']_|_{'rows': array(['EFO_0008568', 'EFO_0004698'], dtype=object), 'count': 2}_|_[ENSG00000102468]_|_Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 2 investigational indications."
CHEMBL3329435,"Cc1nc2c(N3CCNCC3)cccc2n1S(=O)(=O)c1ccccc1_|_MAYQIFVKVAUMPD-UHFFFAOYSA-N_|_Small molecule_|_False_|_PF-05212377_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['PF-05212377' 'PF-5212377' 'Pf-05212377' 'SAM-760' 'WYE-103760']_|_nan_|_nan_|_{'rows': array(['MONDO_0004975'], dtype=object), 'count': 1}_|_[ENSG00000158748]_|_Small molecule drug with a maximum clinical trial phase of II and has 1 investigational indication."
CHEMBL3545036,"Cc1cc(C)c(N)c(C#Cc2cccc(F)c2)n1_|_MEDCLNYIYBERKO-UHFFFAOYSA-N_|_Small molecule_|_False_|_RASEGLURANT_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['ADX-10059' 'ADX10059' 'Adx-10059' 'Adx10059' 'Raseglurant']_|_nan_|_['CHEMBL3894333']_|_{'rows': array(['EFO_0003948', 'MONDO_0005277'], dtype=object), 'count': 2}_|_[ENSG00000168959]_|_Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications."
CHEMBL3545104,"nan_|_nan_|_Protein_|_False_|_MODIMELANOTIDE_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['ABT-719' 'Ap-214' 'Ap214' 'Modimelanotide' 'ZP-1480' 'ZP1480']_|_nan_|_nan_|_{'rows': array(['EFO_0001666', 'HP_0001919'], dtype=object), 'count': 2}_|_[ENSG00000258839,ENSG00000124089]_|_Protein drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications."
CHEMBL3545147,nan_|_nan_|_Small molecule_|_False_|_IMD-2560_|_nan_|_1.0_|_nan_|_False_|_False_|_[]_|_['Imd-2560']_|_nan_|_nan_|_nan_|_[ENSG00000104365]_|_Small molecule drug with a maximum clinical trial phase of I.
CHEMBL3545268,nan_|_nan_|_Small molecule_|_False_|_MLN3126_|_nan_|_1.0_|_nan_|_False_|_False_|_[]_|_['Mln3126']_|_nan_|_nan_|_nan_|_[ENSG00000173585]_|_Small molecule drug with a maximum clinical trial phase of I.
CHEMBL3545359,nan_|_nan_|_Small molecule_|_False_|_ARRY-300_|_nan_|_1.0_|_nan_|_False_|_False_|_[]_|_['Arry-300' 'MET-300']_|_nan_|_nan_|_nan_|_[ENSG00000105976]_|_Small molecule drug with a maximum clinical trial phase of I.
CHEMBL3707266,"CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1.O=C(O)CCC(=O)O_|_NHANOMFABJQAAH-UHFFFAOYSA-N_|_Small molecule_|_False_|_RIBOCICLIB SUCCINATE_|_2017.0_|_4.0_|_CHEMBL3545110_|_False_|_True_|_['Kisqali']_|_['Birociclib' 'LEE-011-BBA' 'LEE011-BBA' 'Ribociclib succinate']_|_[('DailyMed', array(['ribociclib%20succinate'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/kisqali'],
      dtype=object))]_|_nan_|_{'rows': array(['EFO_0000305', 'EFO_0003869', 'EFO_0000616', 'MONDO_0007254'],
      dtype=object), 'count': 4}_|_[ENSG00000105810,ENSG00000135446]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2017 and has 4 approved indications."
CHEMBL3989988,"nan_|_nan_|_Antibody_|_False_|_MODOTUXIMAB_|_nan_|_3.0_|_nan_|_False_|_False_|_[]_|_['1024 DS' '1024-DS' 'Modotuximab' 'Zatuximab']_|_nan_|_nan_|_{'rows': array(['EFO_0000616'], dtype=object), 'count': 1}_|_[ENSG00000146648]_|_Antibody drug with a maximum clinical trial phase of III and has 1 investigational indication."
CHEMBL406381,"CCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1Cl_|_VPBYZLCHOKSGRX-UHFFFAOYSA-N_|_Small molecule_|_False_|_KRN-633_|_nan_|_1.0_|_nan_|_False_|_False_|_[]_|_['K00589A' 'KRN-633' 'KRN633' 'Krn-633']_|_[('PubChem', array(['174006598'], dtype=object))]_|_nan_|_nan_|_[ENSG00000102755,ENSG00000037280,ENSG00000128052]_|_Small molecule drug with a maximum clinical trial phase of I."
CHEMBL4594330,"nan_|_nan_|_Antibody_|_False_|_DAXDILIMAB_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['Daxdilimab' 'HZN-7734' 'MEDI-7734' 'MEDI7734' 'Medi 7734' 'Medi7734'
 'VIB7734' 'Vib-7734' 'Vib7734']_|_[('USAN', array(['https://searchusan.ama-assn.org/finder/usan/search/DAXDILIMAB/relevant/1/'],
      dtype=object))]_|_nan_|_{'rows': array(['EFO_0004610', 'MONDO_0019558', 'MONDO_0020122', 'EFO_0005809',
       'EFO_0005761', 'EFO_0004192', 'MONDO_0007915'], dtype=object), 'count': 7}_|_[ENSG00000239961]_|_Antibody drug with a maximum clinical trial phase of II (across all indications) and has 7 investigational indications."
CHEMBL4594393,"O=C([O-])CCCO.O=C([O-])CCCO.[Ca+2]_|_AZRRVLSHRWGNRS-UHFFFAOYSA-L_|_Small molecule_|_False_|_CALCIUM OXYBATE_|_2020.0_|_4.0_|_CHEMBL1342_|_False_|_True_|_[]_|_['Oxybate calcium']_|_[('DailyMed', array(['calcium%20oxybate'], dtype=object))]_|_nan_|_nan_|_[ENSG00000204681,ENSG00000136928]_|_Small molecule drug with a maximum clinical trial phase of IV that was first approved in 2020."
CHEMBL4802159,"N#Cc1ccc(N2C[C@H](N)C[C@H](C(F)(F)F)C2)c2cccnc12_|_BJXYHBKEQFQVES-NWDGAFQWSA-N_|_Small molecule_|_False_|_ENPATORAN_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['Enpatoran' 'M-5049' 'M5049']_|_[('USAN', array(['https://searchusan.ama-assn.org/finder/usan/search/ENPATORAN/relevant/1/'],
      dtype=object))]_|_nan_|_{'rows': array(['MONDO_0007915', 'MONDO_0100096', 'EFO_0000398', 'MONDO_0100096',
       'EFO_0003834'], dtype=object), 'count': 5}_|_[ENSG00000101916,ENSG00000196664]_|_Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 5 investigational indications."
CHEMBL53418,"O=C1c2cccc(O)c2C(=O)c2c(O)cccc21_|_QBPFLULOKWLNNW-UHFFFAOYSA-N_|_Small molecule_|_False_|_DANTHRON_|_nan_|_4.0_|_nan_|_True_|_True_|_[]_|_['Chrysazin' 'Danthron' 'Dantron' 'NSC-38626' 'NSC-646568'
 'Pilules vinchy n.f.']_|_[('PubChem', array(['144204673', '144208184', '170465532', '17389963', '26747347',
       '73151', '8139970'], dtype=object)), ('Wikipedia', array(['Dantron'], dtype=object)), ('drugbank', array(['DB04816'], dtype=object)), ('chEBI', array(['3682'], dtype=object))]_|_nan_|_{'rows': array(['HP_0002019'], dtype=object), 'count': 1}_|_[ENSG00000186350]_|_Small molecule drug with a maximum clinical trial phase of IV and is indicated for constipation. It was withdrawn in at least one region."
